,heads,tails
12759,1312073,1350653
12760,1624794,1062128
12761,1085869,1179500
12762,1104349,887733
12763,1570585,1453122
12764,1282648,1080657
12765,1126294,1410253
12766,944130,1621640
12767,67686,902277
12768,1613764,819913
12769,1597131,1073362
12770,707549,1385280
12771,1331451,87050
12772,1687374,1417663
12773,822783,727672
12774,1361248,1612518
12775,1166928,1467154
12776,1603578,1113148
12777,1597313,1634303
12778,927355,1142129
12779,1575858,1657325
12780,1424151,1553264
12781,1651987,1472091
12782,1340652,1565337
12783,1098880,1604862
12784,1640266,1274494
12785,1436975,1283582
12786,1174814,1325878
12787,1137774,35527
12788,1397183,1458581
12789,907471,1499912
12790,1040161,1355001
12791,1002037,1511820
12792,1629702,1082027
12793,1514514,926326
12794,1459287,1080709
12795,1361025,795266
12796,743988,1383650
12797,1002910,1108205
12798,812149,1071255
12799,861441,1688476
12800,315449,1663645
12801,1145202,1145202
12802,1299130,732717
12803,1427437,319201
12804,1538849,1274032
12805,1113313,1143238
12806,928953,42316
12807,350846,1643873
12808,96536,1270200
12809,1021270,1437352
12810,1318484,1609319
12811,1583107,1629069
12812,1479750,764811
12813,874396,1636050
12814,801337,1023640
12815,1467076,74145
12816,1170534,1412486
12817,1446159,56679
12818,1230276,1649676
12819,1068237,1414964
12820,703329,1099160
12821,1657146,1135202
12822,1622491,913165
12823,1609336,884269
12824,885639,1597339
12825,716314,810509
12826,1583138,1494162
12827,1070423,1672587
12828,1397047,880432
12829,1024795,1383875
12830,1346830,1035092
12831,1623016,1618835
12832,1236997,1642862
12833,1635881,927761
12834,320575,1640455
12835,895421,755199
12836,885978,1351051
12837,36506,1655020
12838,1031623,1316645
12839,1375576,55387
12840,1410172,1565228
12841,1445175,93314
12842,36104,1423542
12843,1327471,1082506
12844,100378,928576
12845,17313,830748
12846,1517228,1623518
12847,1669513,760498
12848,1280776,4457
12849,1099219,898174
12850,1539816,1407041
12851,1074871,1041859
12852,755001,1043961
12853,1580883,354963
12854,1158659,1089029
12855,931059,1498067
12856,1387061,73290
12857,879911,1192448
12858,1483496,1373835
12859,1611046,1298675
12860,1498291,1464343
12861,1019737,1529608
12862,1750,1647980
12863,1498828,1370946
12864,1546640,856982
12865,1604862,1527795
12866,1348324,822746
12867,1084580,1636050
12868,777001,878560
12869,1512673,356171
12870,1376231,1367064
12871,826773,732412
12872,1429560,1286681
12873,910467,1549922
12874,1526689,1407703
12875,1636286,350894
12876,1590695,4962
12877,791915,854701
12878,939930,1555492
12879,1326110,1500122
12880,1497033,1434842
12881,1467845,1326160
12882,72741,1117171
12883,889971,1065860
12884,1093082,1451654
12885,1615892,1326771
12886,1368637,1666962
12887,1522420,1045542
12888,1217234,1143238
12889,1157075,1373670
12890,1438533,1168325
12891,1164727,1352190
12892,64040,885322
12893,1490281,276077
12894,1590364,1046568
12895,1115128,1096385
12896,1345991,1172136
12897,1181749,1603291
12898,1083922,1603345
12899,1622175,1173489
12900,1133416,1598665
12901,935419,1157516
12902,1672609,724910
12903,8411,1144519
12904,350868,949870
12905,1013706,1564657
12906,1544629,949852
12907,899923,89140
12908,1464790,1394108
12909,1503161,750199
12910,1282400,812011
12911,1065088,747159
12912,1017480,20629
12913,1045540,1604416
12914,789460,801898
12915,1039757,1509991
12916,38723,1620305
12917,1278027,1567900
12918,99106,928054
12919,1277902,1523855
12920,740806,1623360
12921,1366367,928953
12922,1553817,1450973
12923,813762,826083
12924,1646829,1299969
12925,1462047,7789
12926,1589061,1672888
12927,1653876,767405
12928,1624326,890264
12929,731288,9092
12930,1577966,1633931
12931,1275229,701374
12932,812074,1051627
12933,1604028,37808
12934,1669600,1227268
12935,1067983,40533
12936,927003,1289237
12937,1604627,1615999
12938,1498301,874214
12939,1326205,1008579
12940,1551906,832489
12941,1131227,1639353
12942,1499912,1328670
12943,1394074,1083743
12944,811596,861878
12945,1107796,1551901
12946,1554225,1643194
12947,1393883,1080448
12948,1636760,1088638
12949,1581374,1420569
12950,1609379,1626745
12951,721683,886206
12952,1113481,1571384
12953,1012100,1423902
12954,1118974,885568
12955,753568,1007800
12956,1473334,1625123
12957,1555571,1089511
12958,1379041,52428
12959,1022671,66418
12960,921557,922521
12961,1057058,783284
12962,1347185,1163389
12963,1124610,932064
12964,66904,1385613
12965,1324424,1366684
12966,1543637,1031235
12967,1508655,1119897
12968,718924,798359
12969,1260990,1624644
12970,1556364,56873
12971,1505155,743367
12972,1341318,1632970
12973,1404624,1088787
12974,1659329,1476045
12975,1564709,1629958
12976,1586573,1109357
12977,1463959,1582244
12978,1453593,1584701
12979,1549631,1522787
12980,1559270,1287808
12981,77281,906163
12982,1465264,890821
12983,1327811,57515
12984,1428816,1609471
12985,1553734,1621563
12986,1648858,1552111
12987,1136174,230557
12988,1108348,1102112
12989,908259,1036968
12990,1410738,1538495
12991,1497055,1479382
12992,897723,1665658
12993,1289848,1279363
12994,1645873,1540334
12995,1508655,1591602
12996,1543083,1088825
12997,1040270,1522787
12998,1022671,1436942
12999,1548266,1619312
13000,54381,1358651
13001,1325676,1634447
13002,1681281,49938
13003,104897,1519405
13004,730263,1126294
13005,1591877,887921
13006,1599385,1388410
13007,1442999,1371446
13008,100493,1620533
13009,1022505,55387
13010,1264157,1662618
13011,750199,1362516
13012,49938,874841
13013,1575879,743870
13014,1239819,1412100
13015,1024657,1122388
13016,1178970,864749
13017,1297336,1321741
13018,1022505,1417663
13019,1558806,100122
13020,72162,1510891
13021,1557746,1123360
13022,890821,1025996
13023,1563922,1622867
13024,719955,101538
13025,874716,1061069
13026,1528503,1510949
13027,1577603,1399352
13028,1672609,1350421
13029,1409197,912593
13030,865415,1683413
13031,1029581,1091491
13032,1176316,1111928
13033,1008586,1554225
13034,861361,1626078
13035,1515740,1639353
13036,1492674,1170534
13037,1576873,1006269
13038,1051771,1158780
13039,776008,1403802
13040,813762,930548
13041,1283699,1368458
13042,47129,713671
13043,1450923,1612851
13044,1276591,1391933
13045,1385544,1265848
13046,1130758,10795
13047,1494891,915358
13048,1528749,1584831
13049,1293818,1498864
13050,1547493,1235010
13051,1594688,1375685
13052,26076,1381240
13053,1555082,16918
13054,1800,815065
13055,1514705,1476246
13056,1422295,1550518
13057,1547996,1088034
13058,1533454,1448431
13059,1166126,230211
13060,1541354,850209
13061,1267425,779152
13062,885590,930184
13063,96879,1065351
13064,85408,1494448
13065,1278752,1070680
13066,1286225,1096132
13067,1080709,1644808
13068,1045450,1564708
13069,823546,1424768
13070,1634421,1288403
13071,1353282,1587981
13072,729986,1615396
13073,1636760,93314
13074,1170534,1010552
13075,1318568,861050
13076,1474464,1652982
13077,945764,1125057
13078,750558,1624826
13079,1346980,1481512
13080,1419242,1501257
13081,845698,1346655
13082,1023198,1487252
13083,861878,1585673
13084,81157,1173204
13085,1165002,809933
13086,39648,1335190
13087,1591565,1328571
13088,1289850,1621199
13089,1537667,1503658
13090,1471824,715579
13091,1603978,40730
13092,1564347,1560046
13093,1290098,826154
13094,940329,1553734
13095,1131227,899749
13096,54507,1622345
13097,1578533,879526
13098,1549966,1113313
13099,70858,1024478
13100,1510079,1636286
13101,868271,1117171
13102,1365135,1040850
13103,784199,1641991
13104,1031623,857005
13105,1066658,1591670
13106,1311370,1617406
13107,1558235,1594688
13108,1543042,1391127
13109,1082506,743988
13110,945699,319450
13111,78003,944314
13112,1419552,1043277
13113,1035216,1611742
13114,773717,1448431
13115,948072,1589061
13116,947559,1353282
13117,1089063,1327098
13118,101829,42542
13119,1615445,1052354
13120,1419852,1591768
13121,1113313,1490013
13122,704051,1552221
13123,921183,1609065
13124,1583138,1591096
13125,1589919,945764
13126,1004702,1172353
13127,1679049,1130144
13128,1596993,912603
13129,73124,896622
13130,1435064,914577
13131,1239819,106535
13132,1065696,1012393
13133,891293,1518461
13134,1122991,1364885
13135,315858,1002590
13136,56873,1674242
13137,1642435,1532390
13138,1300938,802681
13139,796343,1357525
13140,1587221,105770
13141,1367311,1640775
13142,1559356,1580156
13143,1566469,1613767
13144,1288469,1227930
13145,870385,1025877
13146,1212545,63276
13147,1541157,943861
13148,745308,745308
13149,1091667,74303
13150,913341,842517
13151,47518,1605435
13152,732417,1486800
13153,1097718,715787
13154,1094139,1422141
13155,1422183,66740
13156,745732,1616817
13157,1020710,1565228
13158,1514888,1562463
13159,730349,1050606
13160,1477168,909494
13161,1292556,1389122
13162,1597033,1085277
13163,1084332,746514
13164,24741,1122342
13165,1315255,751652
13166,1421517,1638448
13167,799233,931148
13168,1668186,76282
13169,1144945,1366292
13170,19584,1563315
13171,1022652,1442620
13172,1003509,1036478
13173,1397016,1411879
13174,1678618,1110803
13175,2034,1679426
13176,711404,1324410
13177,945394,1602658
13178,1543623,1527727
13179,1552890,1174891
13180,1451512,1624985
13181,924642,771252
13182,51143,1262039
13183,1088413,1487522
13184,1596961,1387998
13185,874214,100826
13186,21665,933590
13187,1011006,1030749
13188,712771,1462694
13189,1084869,1143155
13190,1079297,7039
13191,89270,1614083
13192,933141,1051859
13193,903129,1438673
13194,811222,1043156
13195,1555538,1180638
13196,31462,764195
13197,911109,1403853
13198,1620070,1617227
13199,886744,1107843
13200,1641489,1620305
13201,1497647,1106213
13202,1518222,860748
13203,1566561,1525769
13204,1158895,819926
13205,1641751,1567388
13206,936402,1288379
13207,864240,883945
13208,1449574,55529
13209,1682524,1040270
13210,1505732,911216
13211,1600823,1158780
13212,1013871,1126294
13213,1473061,1362705
13214,70858,1060021
13215,1520118,1543739
13216,1372414,1664682
13217,1527166,921503
13218,1070524,709283
13219,1505890,1589150
13220,889936,318346
13221,889123,1374567
13222,1070336,1599173
13223,43350,42888
13224,721447,1616297
13225,1051379,1022807
13226,1482512,705432
13227,8947,1267332
13228,1115836,1276531
13229,1488139,57183
13230,1449794,1321792
13231,1035748,1652926
13232,925645,1577966
13233,797871,1058802
13234,832428,1232241
13235,1344736,1569414
13236,903127,103872
13237,879555,1473287
13238,317788,773840
13239,894671,1048477
13240,849399,1084408
13241,1384905,52485
13242,1520358,1059376
13243,1648636,1501364
13244,61004,878526
13245,1501364,1562151
13246,1403853,33619
13247,1165002,1347185
13248,1551771,1208261
13249,1099219,874766
13250,1632121,1585898
13251,1410428,880984
13252,315709,1619511
13253,1570585,836690
13254,1043337,808362
13255,1060822,73887
13256,1529516,1605931
13257,1358654,928576
13258,66649,1577882
13259,86264,1687202
13260,1496671,1630391
13261,1541354,1571329
13262,1665300,1088005
13263,108385,1096325
13264,1438673,1070154
13265,1080319,1674760
13266,357020,1643721
13267,917251,1288750
13268,1584207,1122063
13269,1590757,1163370
13270,1608429,879101
13271,768411,1059142
13272,865058,769520
13273,1559754,722723
13274,1087934,1114995
13275,14195,724004
13276,1650101,1405073
13277,719494,871344
13278,1032220,1045425
13279,916907,1003410
13280,708819,773141
13281,1321710,1568162
13282,1319643,1591588
13283,1109357,47307
13284,1140414,910108
13285,1662810,1682868
13286,1015780,1173431
13287,1340122,1430174
13288,1571919,1341766
13289,1594109,1351541
13290,1635881,906193
13291,1674227,1674930
13292,1619227,1584618
13293,754813,928054
13294,1019695,1115285
13295,1354591,1088005
13296,868671,1006028
13297,1137861,1138400
13298,56679,1434601
13299,1160958,896841
13300,944314,1114925
13301,772320,772320
13302,316736,56873
13303,1556593,1513161
13304,1559754,1300514
13305,97210,1167896
13306,1519117,1015780
13307,1135906,1602706
13308,1640266,1001463
13309,1501078,794619
13310,1285550,1110361
13311,1508786,1065087
13312,1410708,926617
13313,936402,1059142
13314,1108348,1609880
13315,37008,788816
13316,791519,865415
13317,1379895,788784
13318,1176334,1546417
13319,1637969,28385
13320,1607082,1138978
13321,1389034,1469443
13322,1072627,1609865
13323,1589361,89140
13324,790877,1034670
13325,1089872,1640266
13326,1288750,1620533
13327,1308711,930775
13328,1015383,1301787
13329,1165320,1668340
13330,1262823,1578776
13331,101829,102752
13332,1309056,1622194
13333,1065280,1672013
13334,1587476,721994
13335,1379527,1491829
13336,1634976,1239819
13337,818479,1014507
13338,1566912,1494722
13339,1023024,1335103
13340,1571384,1611983
13341,1464720,1563536
13342,779152,1602190
13343,1677390,16040
13344,1561743,1527599
13345,1177609,1163370
13346,788329,1520048
13347,1593773,1025877
13348,1585854,1494722
13349,1597313,1624203
13350,1190370,1011109
13351,1379041,1009667
13352,1561032,225628
13353,1654734,92416
13354,1653629,1338749
13355,1042729,1647980
13356,1510079,821026
13357,1552164,934473
13358,1292519,870826
13359,1662633,22444
13360,1013238,912766
13361,1446159,1043222
13362,890564,1507385
13363,78003,879169
13364,355999,83402
13365,82166,1317839
13366,1546296,1427437
13367,1411494,813920
13368,1629137,769131
13369,873860,1522602
13370,1438673,1656681
13371,1347022,1357371
13372,1031896,1374128
13373,1652842,8670
13374,922358,1671933
13375,1169749,1444307
13376,1541119,1282631
13377,1089063,1015739
13378,1559865,827876
13379,703604,1383097
13380,1490636,1572334
13381,829114,842314
13382,1285550,1682405
13383,1337068,1182534
13384,723646,1053507
13385,1504167,1510891
13386,1018164,319016
13387,1304421,764765
13388,1426850,1603669
13389,1569568,1652106
13390,1567892,891288
13391,1595726,1509589
13392,1016125,1419583
13393,722723,840715
13394,1174746,1368007
13395,1488813,1660839
13396,1323639,1138812
13397,857855,1544229
13398,29952,1058330
13399,1597503,1253347
13400,1591913,1271833
13401,844856,1516973
13402,714395,894081
13403,1122304,1681206
13404,907242,1680048
13405,36032,100893
13406,875357,1519955
13407,776901,1076394
13408,1643319,1043951
13409,1162896,1099160
13410,1351901,1555571
13411,354963,1322554
13412,1573600,1487522
13413,1652926,785161
13414,778164,1285043
13415,1425627,1343719
13416,1573516,712771
13417,1364099,1475273
13418,1616741,1585790
13419,1691198,1051343
13420,354190,1591890
13421,1305253,26058
13422,1385508,1090009
13423,1119897,1600823
13424,1220754,1583965
13425,1345756,1528558
13426,925306,1107796
13427,1372612,97134
13428,943452,909791
13429,7039,350737
13430,1539816,1117057
13431,1464963,864509
13432,1101433,1451433
13433,1636051,1334036
13434,1340127,793171
13435,1622536,1357204
13436,1593936,1617640
13437,1009626,1012019
13438,1596792,1578685
13439,1474439,1586573
13440,1034592,1137411
13441,1499961,798528
13442,1335493,1144503
13443,1651164,93205
13444,1489393,726514
13445,1230524,870826
13446,1432271,1237831
13447,892832,705432
13448,1357204,1606699
13449,1031623,1476264
13450,1435049,1171012
13451,1017616,1534120
13452,1435508,1070789
13453,733590,1414374
13454,1016708,867840
13455,34563,49754
13456,37008,1175167
13457,45919,1421204
13458,1365216,1448705
13459,1075415,1472494
13460,215419,1108046
13461,790359,830257
13462,918965,887343
13463,6955,884624
13464,60714,857501
13465,1094093,807863
13466,727273,1666114
13467,1381197,1664038
13468,712537,1005313
13469,18230,1033905
13470,1567520,1581776
13471,1084961,1310067
13472,1161582,1554970
13473,1282266,1011737
13474,1655349,1617626
13475,1489979,1060822
13476,1611852,275053
13477,1605301,1297996
13478,1611742,1037038
13479,1482974,1576804
13480,1491487,1439288
13481,704159,1527383
13482,1514743,71180
13483,1501112,925661
13484,1368365,1641623
13485,908311,1321828
13486,827054,855906
13487,819926,1652982
13488,1054303,1466538
13489,216085,1005414
13490,1501729,898770
13491,107263,311471
13492,68505,845434
13493,1436942,1101433
13494,1597264,711377
13495,1511337,907045
13496,1320461,1310527
13497,1637417,1437352
13498,1515718,896985
13499,1556508,1556063
13500,1363829,894158
13501,1168335,10427
13502,1360442,1267753
13503,1455650,1037189
13504,1294924,1265107
13505,1663240,933034
13506,1227025,805264
13507,1622893,1036188
13508,836157,1320760
13509,1241199,1170605
13510,939930,719739
13511,1622117,1364250
13512,1553404,864509
13513,1573683,1355677
13514,1444397,1045547
13515,924642,832988
13516,1435617,1589644
13517,1141240,750574
13518,1652130,1389002
13519,318299,754673
13520,1377121,1500305
13521,899881,865937
13522,1001171,1001171
13523,803164,827099
13524,817366,1263762
13525,1073475,895665
13526,357097,1580345
13527,1370946,1553079
13528,64670,824068
13529,1113513,1533454
13530,1537258,943861
13531,936446,1177845
13532,1435224,1528875
13533,1509477,1111741
13534,38777,106535
13535,1552328,1588656
13536,833640,1493526
13537,1374535,1434737
13538,1045610,730669
13539,706863,1174891
13540,86312,892482
13541,1283582,1367859
13542,10456,1077183
13543,1616093,1071760
13544,1677576,1438533
13545,1586495,16099
13546,1302215,1045539
13547,1128189,1132651
13548,814585,1461219
13549,1096752,714603
13550,1576197,1603578
13551,1432271,1653477
13552,1481832,1361025
13553,1557668,1087294
13554,772406,1282224
13555,1578776,1488501
13556,1554970,1626644
13557,1566443,66496
13558,1030339,910057
13559,59478,850261
13560,1335236,1303313
13561,1263762,706688
13562,1652871,1354174
13563,1022652,759944
13564,1528875,822416
13565,1168081,1516079
13566,1390134,1084370
13567,1402747,1630940
13568,23632,1497770
13569,1089473,1335982
13570,1415311,1576047
13571,20212,1293971
13572,752634,1612254
13573,897429,1509432
13574,1527722,1091907
13575,1318008,1091596
13576,1499200,1084048
13577,1672326,1552033
13578,737875,1604906
13579,1585219,1053369
13580,1325281,315852
13581,1349437,798081
13582,1584480,1516805
13583,1403256,1395400
13584,1569329,1047170
13585,12040,1380509
13586,20212,1281922
13587,1389936,1107694
13588,1383650,320187
13589,24741,936468
13590,1446152,1585002
13591,40533,1163842
13592,912593,1073362
13593,6769,1617798
13594,877860,790359
13595,1652130,1368265
13596,1641204,354950
13597,93556,1672985
13598,1299709,706129
13599,64472,1062613
13600,1574129,1281774
13601,1016125,806279
13602,1168335,1163848
13603,1326380,1332349
13604,1602481,1582081
13605,1411494,941604
13606,1466301,1239188
13607,1451929,750813
13608,1620702,1682325
13609,1636300,825324
13610,1321228,100625
13611,1374567,1546853
13612,1130144,1601715
13613,1566972,1634121
13614,1451654,100716
13615,889005,889005
13616,1427437,1495648
13617,54480,1590211
13618,1455741,92116
13619,1163321,1605331
13620,1004702,19745
13621,1100734,1048286
13622,1317839,949349
13623,50493,1562107
13624,886035,1628104
13625,1532882,1489024
13626,1367859,1652456
13627,728391,1602367
13628,1174735,1282552
13629,810136,1642159
13630,1521420,926617
13631,1267426,1261734
13632,1337408,1101396
13633,1592781,87347
13634,1365135,1074458
13635,1611988,1607741
13636,1051512,821130
13637,1549966,1297336
13638,79958,93444
13639,1507277,731245
13640,1093082,1571833
13641,1134115,1283464
13642,1353612,726293
13643,1104280,1316360
13644,1280776,351569
13645,832428,810029
13646,29644,1558009
13647,1623590,1619346
13648,865941,883945
13649,719494,879796
13650,754737,1659981
13651,1488813,1350072
13652,1594114,830748
13653,1665421,99106
13654,946563,1605257
13655,1425289,1634172
13656,1041514,1039399
13657,1091862,899051
13658,1397183,1368757
13659,925645,356870
13660,1498710,1422059
13661,1552493,944696
13662,1639353,1087294
13663,1451505,1578348
13664,1677703,1138118
13665,93205,1318641
13666,1625123,788816
13667,1032208,54502
13668,776901,4904
13669,101462,1504747
13670,16040,37472
13671,934739,1362516
13672,812128,13239
13673,1171014,8146
13674,914577,54187
13675,704440,1123852
13676,1595097,1533106
13677,74208,74208
13678,1410708,55067
13679,849636,731245
13680,1512673,1354174
13681,1212545,9092
13682,1628112,1593269
13683,1353611,1689265
13684,784199,1271833
13685,70793,1068875
13686,885306,1372020
13687,1578821,1472595
13688,1097864,1118417
13689,1578620,1023860
13690,1360901,1399855
13691,1166036,1019756
13692,1528557,1002590
13693,851310,897077
13694,1390312,1171162
13695,1529516,867374
13696,1560385,1522215
13697,751365,1660484
13698,1321646,96793
13699,1098296,1419951
13700,1410384,727207
13701,808047,1688476
13702,1556148,1042642
13703,1108046,28412
13704,1041368,1587234
13705,1100682,1169358
13706,1458023,1581934
13707,1368637,1167419
13708,1679426,712515
13709,1009829,1056288
13710,1388180,1172631
13711,1578731,903127
13712,702165,277948
13713,1338749,1280263
13714,88948,1380846
13715,833640,832101
13716,1271834,1285550
13717,1050446,1669812
13718,920760,1598646
13719,1021435,799167
13720,1131324,1353499
13721,1333614,1005286
13722,88948,1568162
13723,1259429,1411879
13724,864240,1126294
13725,1644482,887921
13726,1573516,1416183
13727,1091907,1021162
13728,871344,1372807
13729,1442145,1581405
13730,846901,354963
13731,828747,872855
13732,1070789,1273801
13733,933972,1283602
13734,1396730,1006424
13735,1541287,318154
13736,1117057,865436
13737,1662672,918543
13738,1562039,1644378
13739,1605481,725876
13740,861884,314203
13741,721683,1339605
13742,1633142,853816
13743,1316645,1178711
13744,18230,740761
13745,728385,57725
13746,34088,1634413
13747,921547,1498828
13748,1016281,720762
13749,815093,88790
13750,898173,97210
13751,1320947,889971
13752,1466292,1574367
13753,33619,1632814
13754,1068912,16614
13755,1405621,1526119
13756,871763,892160
13757,1280058,33185
13758,350403,820608
13759,1616156,1137411
13760,34115,1550053
13761,19617,777001
13762,1453818,1245104
13763,1129542,1056386
13764,350894,98362
13765,1617667,1557255
13766,1666962,1420302
13767,1558785,822411
13768,1450922,1465264
13769,1645494,1612254
13770,1293282,1006045
13771,1178409,914156
13772,1005817,319201
13773,1301031,1668340
13774,1538822,1281761
13775,1459482,1409885
13776,754811,1600410
13777,937834,1549631
13778,1105184,1529377
13779,1621697,1016504
13780,1329606,1353613
13781,837852,811156
13782,1554923,1663239
13783,1536577,1488075
13784,1434737,1433714
13785,895810,819939
13786,1554933,877860
13787,1408198,1295172
13788,1048911,56679
13789,1285819,1516079
13790,1595710,86312
13791,29905,1437491
13792,1550377,1309402
13793,1648365,1334478
13794,899045,1080014
13795,799850,1566052
13796,1080657,66418
13797,1166126,1428042
13798,51011,897448
13799,1479014,1624826
13800,1443646,1174850
13801,1590364,1681903
13802,1476765,830616
13803,1456857,1424844
13804,1320854,1640878
13805,92416,1412347
13806,1603145,1501268
13807,848551,872443
13808,925306,1262039
13809,1077638,203596
13810,1353611,350852
13811,923796,1124140
13812,1539708,1582086
13813,1371217,1527675
13814,1445146,1620053
13815,944745,1043277
13816,913144,1432963
13817,1326583,918386
13818,1455926,18654
13819,1176373,1607450
13820,1108967,922475
13821,1487712,1466085
13822,80661,1126234
13823,1372020,1096938
13824,1253347,277509
13825,27673,906192
13826,1495479,1653882
13827,310158,1002388
13828,912752,1425205
13829,1164727,1561627
13830,1119807,1650739
13831,1108827,1157987
13832,1107843,719209
13833,812128,1351051
13834,894329,748592
13835,1503802,701853
13836,1555877,350797
13837,1419612,1132105
13838,1326583,1009575
13839,1308161,1020416
13840,1361658,1042893
13841,1482430,9984
13842,816761,931584
13843,835662,1017480
13844,1596532,1464766
13845,1402785,4127
13846,1389772,1353612
13847,1296435,1028918
13848,1388320,1161976
13849,61004,847942
13850,731766,1361025
13851,353020,907072
13852,821127,1389124
13853,1665448,1520108
13854,1647509,862861
13855,1282631,1502519
13856,776901,1167419
13857,77360,1067063
13858,1156041,1604930
13859,732485,904973
13860,1678463,1295810
13861,1603671,1571776
13862,1495491,1574963
13863,1504239,1368761
13864,885306,1014052
13865,1560327,95029
13866,796124,1408351
13867,1516887,1457737
13868,1395848,1509432
13869,1429896,1452857
13870,1327471,1062128
13871,1619870,1466538
13872,1113256,26780
13873,723612,1173495
13874,1568162,110027
13875,1527032,1143155
13876,1618673,105319
13877,1509477,713671
13878,1463792,1089872
13879,895126,1170154
13880,887969,837852
13881,896878,721773
13882,1606163,1116942
13883,1632970,1585364
13884,1427925,1603779
13885,1496741,1690255
13886,1000228,1495899
13887,27430,1258602
13888,1651561,1492298
13889,39020,726293
13890,948072,919956
13891,1418819,1630212
13892,1117106,1272597
13893,1286613,22356
13894,1040799,1467913
13895,1168220,717605
13896,1636282,1650203
13897,1514183,1514994
13898,1509261,1254699
13899,16918,1012128
13900,1210708,1463972
13901,99106,751978
13902,1631463,1535079
13903,66388,884219
13904,1535778,1538849
13905,1489096,1510079
13906,855658,925528
13907,1584480,1340786
13908,93859,1067294
13909,892986,1556266
13910,1058057,1382231
13911,1422141,825410
13912,1604191,1224133
13913,1546589,1067873
13914,38264,1169055
13915,1544400,1267238
13916,73124,1668340
13917,1604862,1354591
13918,863110,1482912
13919,1405332,861459
13920,795212,1271834
13921,917273,1310067
13922,930236,1136711
13923,1050743,1351345
13924,1292653,763744
13925,1236424,1601280
13926,749647,1302028
13927,1632790,1420800
13928,1447380,1509879
13929,1056358,1117480
13930,1095277,1527844
13931,1177845,98677
13932,1357115,911148
13933,874016,1037067
13934,350846,1001082
13935,1425808,66388
13936,1039466,1263364
13937,928421,1300485
13938,1029800,880242
13939,1040896,56978
13940,1210708,1688149
13941,836809,873860
13942,1302343,1527702
13943,727346,1551271
13944,1069202,1399488
13945,1085869,1589845
13946,1337619,1109546
13947,3570,1619406
13948,861838,15847
13949,91767,310568
13950,49071,1299210
13951,1338474,1370450
13952,97745,883237
13953,1067983,870213
13954,1111741,1515114
13955,1533106,1563756
13956,1604778,758938
13957,1476045,1348259
13958,773717,1590231
13959,1063761,1089748
13960,1493976,863110
13961,1509692,1416697
13962,721371,1123361
13963,1163739,1672712
13964,1491576,899715
13965,1573766,1452176
13966,1082754,1117733
13967,1501720,1434647
13968,1401667,1330568
13969,1420035,1319643
13970,1614083,917251
13971,798941,1001039
13972,1585492,934473
13973,717720,310826
13974,1579428,822663
13975,1108320,1653959
13976,841535,1388410
13977,1498547,1472595
13978,1023024,1416090
13979,278041,1618694
13980,1593204,893847
13981,1594864,1549145
13982,1496048,879526
13983,1452872,1328989
13984,1053706,1290677
13985,1107843,701985
13986,63296,719164
13987,891919,1545654
13988,1158387,1667270
13989,69970,316770
13990,1532063,1683300
13991,1305014,1169770
13992,1021561,1402062
13993,1399855,1472787
13994,709519,94673
13995,1099728,711404
13996,1037189,714395
13997,1077771,804328
13998,1402486,1665658
13999,53669,886136
14000,81020,1383054
14001,1088787,1446159
14002,1619346,744825
14003,66382,1633931
14004,49728,800240
14005,804212,1616000
14006,1600125,1617957
14007,1173420,314203
14008,808450,1354591
14009,746838,1457919
14010,1109242,1380846
14011,1624140,1227500
14012,1445146,1100412
14013,1630132,1550053
14014,1141185,889005
14015,1640313,1617957
14016,1549145,1353614
14017,861884,1379785
14018,1059377,1575913
14019,895051,921114
14020,1385613,1512890
14021,785161,887730
14022,844059,350852
14023,1665300,1578318
14024,1557822,1611988
14025,313143,783325
14026,1027884,811212
14027,39648,1338929
14028,6284,1466292
14029,796343,1637913
14030,1501585,4515
14031,1374310,746598
14032,847555,1078717
14033,874015,722723
14034,1109189,1093672
14035,928576,911109
14036,1388320,103682
14037,95574,1232582
14038,1427437,1580836
14039,320575,1650962
14040,1108205,1309136
14041,934868,1008946
14042,1649716,1500123
14043,1095073,1605780
14044,51143,706015
14045,64472,1569187
14046,798371,1678617
14047,1656053,1641204
14048,1029800,1628468
14049,873303,944809
14050,1322505,1652101
14051,1616093,1632323
14052,1690577,1173911
14053,1493976,64463
14054,7323,1454389
14055,1588272,1385508
14056,1123979,842023
14057,1497253,310522
14058,1089029,1514324
14059,1163199,1091862
14060,1011006,1024302
14061,1038074,1419625
14062,1097864,800460
14063,1629037,819689
14064,907471,1433269
14065,876167,11544
14066,937136,1663244
14067,1089598,72573
14068,929351,1507934
14069,95047,1604738
14070,1624873,1135361
14071,791519,1211583
14072,1604119,1178727
14073,1569187,904896
14074,894871,67279
14075,1424879,821189
14076,97745,880430
14077,1621227,1518380
14078,880555,1091325
14079,1610682,1547521
14080,1156375,832489
14081,1445831,1326732
14082,1652561,69422
14083,1393434,1288469
14084,109380,923808
14085,880432,1580579
14086,1094093,807884
14087,92521,31978
14088,1336917,6769
14089,1077771,1465264
14090,713676,1434588
14091,1389002,1345122
14092,1084554,1551986
14093,1664127,1467154
14094,1645494,866121
14095,106040,1000180
14096,1537048,1681281
14097,1326141,1524223
14098,77281,944148
14099,1321646,926423
14100,50292,76267
14101,1101026,1590231
14102,42316,893949
14103,1592016,828530
14104,1355304,1620533
14105,1416265,1672712
14106,713676,1637417
14107,1551771,1122020
14108,1497645,1025996
