cik,company,sic,state_of_inc,state_location,year,,
1288861,MERRILL LYNCH MORT INV INC ASST BACK CERTS SER TMTS 2004 3HE,6189,DE,NY,2005,,
1288863,FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AR2,6189,DE,TX,2004,,
1288883,WAMU MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004-RS2,6189,DE,IL,2004,,
1288889,Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-4,6189,DE,NC,2004,,
1288908,CWMBS 2004-HYB2,6189,DE,CA,2004,,
1288916,Banc of America Funding Corp. Mortgage Pass-Through Certificates Series 2004-1,6189,DE,MD,2004,,
1288924,River Rock Entertainment Authority,7900,XX,CA,2004,,
1288946,SOUTH TEXAS OIL CO,1311,NV,TX,2008,,
1288969,RESIDENTIAL FUNDING MORTGAGE SECURITIES I 2004-S4,6189,DE,MN,2005,,
1288971,LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BCK SER 2004-7 CLASS A1,6189,DE,NY,2004,,
1288972,FIRST HORIZON ASSET SECURITIES INC MOR PA THR CER SE 2004-3,6189,DE,TX,2004,,
1289001,"PeopleSupport, Inc.",7389,DE,CA,2004,,
1289046,AMERICAN CORDILLERA MINING Corp,5900,NV,WA,2012,,
1289047,"ENERGENX, INC.",6770,NV,ID,2004,,
1289067,MORTGAGE ASSET SEC TRANS INC MASTR ASSET SEC TR 2004-5,6189,DE,NY,2004,,
1289086,IMH ASSETS CORP COLLATERALIZED ASSET BACKED BONDS SER 2004 4,6189,DE,CA,2005,,
1289087,"GMAC Mortgage Pass-Through Certificates, Series 2004-AR1",6189,DE,MN,2004,,
1289092,"CSFB Mortgage-Backed Pass-Through Certificates, Series 2004-3",6189,DE,NY,2004,,
1289093,Asset Backed Funding Corp. ABFC Asset Backed Certificates Series 2004-OPT3,6189,DE,NC,2004,,
1289159,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR4",6189,DE,NY,2004,,
1289167,CWALT 2004-J3,6189,,,2004,,
1289180,CWMBS 2004-J4,6189,DE,CA,2004,,
1289198,"Mortgage Pass-Through Certificates, Series 2004-J4",6189,,,2004,,
1289223,"Newport Gold, Inc.",1040,NV,NV,2011,,
1289231,"WII Components, Inc.",2400,DE,MN,2004,,
1289237,"U. S. Premium Beef, LLC",200,,MO,2006,,
1289243,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-7",6189,DE,NY,2005,,
1289255,Index Oil & Gas Inc.,1311,NV,TX,2006,,
1289308,EnerSys,5063,DE,PA,2005,,
1289311,Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-9XS,6189,DE,NY,2005,,
1289313,ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-W7,6189,,CA,2005,,
1289340,"Stereotaxis, Inc.",3845,DE,MO,2004,,
1289357,"J.P. Morgan Chase Commercial Mortgage Securities Corp. Commercial Mortgage Pass-Through Certificates, Series 2004-C2",6189,DE,MA,2005,,
1289419,"Morningstar, Inc.",6282,IL,IL,2005,,
1289434,"Cogent, Inc.",7373,DE,CA,2004,,
1289441,Rotoblock CORP,3621,NV,CA,2009,,
1289445,AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R4,6189,DE,CA,2005,,
1289460,"Texas Roadhouse, Inc.",5812,DE,KY,2004,,
1289480,"Real Mex Restaurants, Inc.",5810,DE,CA,2004,,
1289490,Extra Space Storage Inc.,6798,MD,UT,2004,,
1289496,"CBA Florida, Inc.",8071,FL,NV,2018,,
1289505,"QC Holdings, Inc.",6099,KS,KS,2004,,
1289550,"XENONICS HOLDINGS, INC.",3640,NV,CA,2009,,
1289559,"AMH HOLDINGS, LLC",3089,DE,OH,2007,,
1289592,"Tower Group International, Ltd.",6331,D0,D0,2013,,
1289630,SYNERTECK INC,7373,DE,UT,2004,,
1289632,Trinity Partners Acquistion CO Inc.,6770,DE,NY,2004,,
1289636,PROFIRE ENERGY INC,5211,NV,UT,2009,,
1289701,"Mercantile Bancorp, Inc.",6021,DE,IL,2004,,
1289728,"EPL Intermediate, Inc.",5812,DE,CA,2004,,
1289729,"El Pollo Loco, Inc.",5812,DE,CA,2004,,
1289764,ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SEIRES 2004-W8,6189,,CA,2005,,
1289785,"Atlantic Broadband Finance, LLC",4841,DE,MA,2005,,
1289790,Macquarie Infrastructure Corp,5172,DE,NY,2015,,
1289835,"Petro Distributing, Inc.",5500,DE,TX,2004,,
1289836,"Petro, Inc.",5500,TX,TX,2004,,
1289848,Huron Consulting Group Inc.,8742,DE,IL,2004,,
1289850,"NeuroMetrix, Inc.",3841,DE,MA,2004,,
1289863,SmartPros Ltd.,8200,DE,NY,2008,,
1289871,MPC CORP,7372,CO,ID,2007,,
1289918,JCP&L Transition Funding II LLC,4911,DE,OH,2006,,
1289945,"Spok Holdings, Inc",4812,DE,VA,2014,,
1290042,HOMESTAR MORTGAGE ACCEP CORP ASST BACK CERTS SER 2004-2.,6189,DE,,2004,,
1290059,"MACRO Securities Depositor, LLC",6189,DE,NY,2006,,
1290069,MERRILL LYNCH MORTGAGE ASSET BACK CERTS SER 2004-WMC3,6189,DE,NY,2004,,
1290075,"Nalco American Holding, Inc.",2890,DE,IL,2004,,
1290077,Nalco Industrial Outsourcing CO,2890,DE,IL,2004,,
1290085,"Paper Chemicals, Inc.",2890,DE,TX,2004,,
1290087,Nalco CO LLC,2890,DE,IL,2004,,
1290090,Nalco Holdings LLC,2890,DE,IL,2004,,
1290091,Nalco CO,2890,DE,IL,2004,,
1290096,"Eagle Test Systems, Inc.",3825,IL,IL,2006,,
1290097,Nalco Delaware CO,2890,DE,IL,2004,,
1290100,Nalco Energy Services Equatorial Guinea LLC,2890,DE,IL,2004,,
1290105,Nalco Energy Services Holdings LLC,2890,DE,IL,2004,,
1290106,"Nalco Energy Services, Inc.",2890,DE,TX,2004,,
1290114,"Nalco Energy Services, L.P.",2890,DE,TX,2004,,
1290117,"Nalco Energy Services Middle East Holdings, Inc.",2890,DE,TX,2004,,
1290119,"Nalco FT, Inc.",2890,DE,IL,2004,,
1290120,Nalco Global Holdings LLC,2890,DE,IL,2004,,
1290122,ONES West Africa LLC,2890,DE,IL,2004,,
1290128,Visco Products CO,2890,DE,IL,2004,,
1290135,"Pure-Chem Products Company, Inc.",2890,DE,CA,2004,,
1290149,"Sierra Oncology, Inc.",2834,DE,A1,2016,,
1290156,Nalco International Holdings LLC,2890,DE,IL,2004,,
1290168,Nalco Leasing CORP,2890,DE,IL,2004,,
1290176,"Nalco PWS, Inc.",2890,DE,IL,2004,,
1290182,Nalco Resources Investment CO,2890,DE,IL,2004,,
1290184,"Nalco TWO, Inc.",2890,DE,IL,2004,,
1290205,"CDF Funding, Inc.",6189,DE,IL,2004,,
1290233,Nalco U.S. Holdings LLC,2890,DE,IL,2004,,
1290234,Nalco Worldwide Holdings LLC,2890,DE,IL,2004,,
1290236,"Nalgreen, Inc.",2890,DE,IL,2004,,
1290238,"Naltech, Inc.",2890,DE,IL,2004,,
1290245,Board Chemistry INC,2890,DE,IL,2004,,
1290246,ADX Corp.,2890,DE,IL,2004,,
1290265,Wells Fargo Mortgage Backed Securities Series 2004-F,6189,DE,MD,2004,,
1290300,Calgon CORP,2890,DE,IL,2004,,
1290476,Southern Community Financial Corp.,6022,VA,VA,2004,,
1290498,Aearo CO I,3990,DE,IN,2004,,
1290504,"CASCADE ENERGY, INC.",100,NV,CA,2014,,
1290505,"American Patriot Financial Group, Inc.",6035,TN,TN,2007,,
1290506,ECOLOCAP SOLUTIONS INC.,3990,NV,IL,2008,,
1290658,"IIOT-OXYS, Inc.",7372,NV,MA,2017,,
1290677,"Turning Point Brands, Inc.",2100,DE,KY,2016,,
1290694,"GMACM Mortgage Pass-Through Certificates, Series 2004-J2",6189,DE,MN,2004,,
1290719,CBD Media Holdings LLC,2741,DE,CA,2004,,
1290729,"Rio Holdings, Inc.",4812,NV,TX,2009,,
1290745,"Home Equity Loan Asset-Backed Notes, Series 2004-2",6189,DE,NY,2004,,
1290748,CSFB COMMERCIAL MORT PASS THR CERTS SER 2004 C2,6189,DE,NY,2004,,
1290785,"AMERICAN ENVIRONMENTAL, INC.",7372,FL,FL,2008,,
1290900,"Commercial Vehicle Group, Inc.",3714,DE,OH,2004,,
1290999,"Mueller Group, Inc.",3490,DEType,NH,2004,,
1291000,"Mueller Water Products, Inc.",3490,DEType,NH,2004,,
1291072,Wells Fargo Mortgage Backed Securities Series 2004-G,6189,DE,MD,2004,,
1291434,"WAMU MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-AR5",6189,DE,IL,2004,,
1291435,WaMu Mortgage Pass-Through Certificates Series 2004-AR4,6189,,IL,2004,,
1291463,WaMu Mortgage Pass-Through Certificates Series 2004-CB1,6189,DE,IL,2004,,
1291616,RFC RALI Series 2004-QS6,6189,DE,MN,2005,,
1291617,RFC RALI Series 2004-QS7,6189,DE,MN,2005,,
1291691,CENDANT MORTGAGE CAPITAL LLC CDMC MORT PAS THR CE SE 04 3,6189,DE,NJ,2004,,
1291722,Wells Fargo Mortgage Backed Securities Series 2004-H,6189,DE,MD,2004,,
1291737,WaMu Mortgage Pass-Through Certificates Series 2004-S2,6189,DE,IL,2004,,
1291764,FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AR3,6189,DE,TX,2004,,
1291765,FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-AA1,6189,DE,TX,2004,,
1291829,Wells Fargo Mortgage Backed Securities Series 2004-6,6189,DE,MD,2004,,
1291832,MORGAN STANLEY ABS CAPITAL I INC CDC MOR CAP TR 2004-HE2,6189,DE,NY,2005,,
1291834,HMP Equity Holdings CORP,2800,DE,UT,2004,,
1291885,BEAR STEARNS ASSET BACKED SECURITIES I LLC 2004-HE4,6189,DE,NY,2005,,
1291901,Wells Fargo Mortgage Backed Securities Series 2004-5,6189,DE,MD,2004,,
1291907,Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-E,6189,DE,NC,2004,,
1291908,Ramp Series 2004-RS5 Trus,6189,DE,MN,2005,,
1291950,WaMu Mortgage Pass-Through Certificates Series 2004-AR6,6189,DE,IL,2004,,
1291951,FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-4,6189,DE,TX,2004,,
1291983,Baseline Oil & Gas Corp.,1311,NV,TX,2007,,
1292014,Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-5,6189,DE,NC,2004,,
1292026,Odimo INC,5944,DE,FL,2004,,
1292055,Symmetry Medical Inc.,3842,DE,IN,2005,,
1292087,"Lotus Pharmaceuticals, Inc.",2834,NV,F4,2007,,
1292205,BEAR STEARNS ASSET BACKED SECURITIES I LLC 2004-AC3,6189,DE,NY,2004,,
1292206,ACE Securities Corp Series 2004-IN1,6189,DE,NC,2004,,
1292210,STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 5,6189,DE,NY,2004,,
1292213,CWABS INC ASSET-BACKED CERTIFICATES SERIES 2004-5,6189,DE,CA,2004,,
1292215,Gold Kist Inc.,2015,DE,GA,2005,,
1292216,"Structured Asset Securities Corp Mortgage Pass-Through Certificates, Series 2004-10",6189,DE,NY,2004,,
1292237,"IMPAC SECURED ASSETS CORP MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-2",6189,CA,CA,2005,,
1292240,"ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-R5",6189,DE,CA,2005,,
1292252,Structured Asset Securities Corportion,6189,DE,NY,2004,,
1292274,Structured Asset Mort Pass Thru Certs Series 2004 AR3,6189,DE,NY,2004,,
1292275,CWMBS 2004-J5,6189,DE,CA,2004,,
1292281,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR5",6189,DE,NY,2004,,
1292352,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-PW1",6189,,CA,2005,,
1292369,"Asset Back Pass-Through Certificates, Series 2004-HE3",6189,DE,NY,2004,,
1292426,GFI Group Inc.,6200,DE,NY,2004,,
1292460,Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-S2,6189,DE,NY,2004,,
1292470,NightHawk Radiology Holdings Inc,8090,,ID,2005,,
1292479,Structured Asset Securities Corp Mortgage Pass-through Certificates 2004-11XS,6189,DE,NY,2005,,
1292518,Blackwater Midstream Corp.,4220,,LA,2009,,
1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,3841,NV,MA,2010,,
1292556,"Polypore International, Inc.",2890,,,2005,,
1292580,"SI Financial Group, Inc.",6035,X1,CT,2004,,
1292653,"Inteliquent, Inc.",4813,,IL,2013,,
1292658,"ARGENT SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-W9",6189,,CA,2005,,
1292731,"BUFFETS HOLDINGS, INC.",5812,DE,MN,2004,,
1292898,"Abington Community Bancorp, Inc.",6036,PA,PA,2004,,
1292900,"INTERLINE BRANDS, INC./DE",5070,DE,FL,2004,,
1293183,"Asset Backed Pass-Through Certificates, Series 2004-HE4",6189,DE,NY,2004,,
1293211,"PSB Holdings, Inc.",6035,,CT,2009,,
1293242,COMM 2004-LNB3 COMMERCIAL MORTGAGE PASS-THROUGH CERTIFICATES,6189,DE,MA,2005,,
1293243,PRA International,8731,DE,VA,2004,,
1293282,TechTarget Inc,7389,,MA,2007,,
1293283,"Roebling Financial Corp, Inc.",6035,,NJ,2008,,
1293294,AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R6,6189,DE,CA,2005,,
1293310,"HUMANIGEN, INC",2834,DE,CA,2017,,
1293314,SNB Bancshares Inc,6021,TX,TX,2004,,
1293330,TOT Energy,1311,DE,FL,2009,,
1293413,Naugatuck Valley Financial Corp,6035,X1,CT,2004,,
1293542,Interstar Millennium Series 2003-1G,6189,,,2003,,
1293572,"GMACM Mortgage Pass-Through Certificates, Series 2004-J3",6189,DE,MN,2004,,
1293593,"Synutra International, Inc.",9995,DE,MD,2007,,
1293655,MERRILL LYNCH MORT INV INC ASSET BACK CERTS SER 2004 WMC4,6189,DE,NY,2004,,
1293679,Wells Fargo Mortgage Backed Securities Series 2004-K,6189,DE,MD,2004,,
1293680,Interstar Millennium Series 2003-3G,6189,,,2003,,
1293681,Wells Fargo Mortgage Backed Securities Series 2004-I,6189,DE,MD,2004,,
1293818,OPGEN INC,8071,DE,MD,2015,,
1293844,J.P.Morgan Chase Commercial Mortgage Securities Series 2004-CIBC9,6189,DE,MA,2005,,
1293845,JPMorgan Chase Commercial Mortgage Securities Corp. Series 2004-PNC1,6189,DE,MA,2004,,
1293971,"bluebird bio, Inc.",2836,DE,MA,2013,,
1294016,RUCKUS WIRELESS INC,3577,DE,CA,2012,,
1294133,Inogen Inc,3842,DEType,CA,2013,,
1294147,CIT Equipment Collateral 2004-EF1,6189,DE,NJ,2004,,
1294154,"Lease Equity Appreciation Fund II, L.P.",7350,DEType,PA,2004,,
1294157,"DR. TATTOFF, INC.",6770,FL,CA,2011,,
1294206,Lincoln Park Bancorp,6021,,NJ,2008,,
1294208,ATLAS AMERICA SERIES 25-2004 (B) L.P.,1311,,PA,2012,,
1294250,"Rand Logistics, Inc.",4400,DE,NJ,2008,,
1294345,BLACKHAWK CAPITAL GROUP BDC INC,,DEType,NY,2004,,
1294371,"Calpine Generating Company, LLC",4911,DE,CA,2005,,
1294377,CalGen Finance CORP,4911,DE,CA,2004,,
1294382,"CalGen Expansion Company, LLC",4911,DE,CA,2004,,
1294386,"Baytown Energy Center, LP",4911,DE,CA,2004,,
1294392,"Calpine Baytown Energy Center GP, LLC",4911,DE,CA,2004,,
1294395,"Calpine Baytown Energy Center LP, LLC",4911,DE,CA,2004,,
1294401,"Baytown Power GP, LLC",4911,DE,CA,2004,,
1294409,"Baytown Power, LP",4911,DE,CA,2004,,
1294416,Carville Energy LLC,4911,DE,CA,2004,,
1294424,"Channel Energy Center, LP",4911,DE,CA,2004,,
1294428,"Calpine Channel Energy Center GP, LLC",4911,DE,CA,2004,,
1294440,"Calpine Channel Energy Center LP, LLC",4911,DE,CA,2004,,
1294450,"Channel Power GP, LLC",4911,DE,CA,2004,,
1294453,"Channel Power, LP",4911,DE,CA,2004,,
1294455,Columbia Energy LLC,4911,DE,CA,2004,,
1294457,Corpus Christi Cogeneration LP,4911,DE,CA,2004,,
1294460,Nueces Bay Energy LLC,4911,DE,CA,2004,,
1294465,"Calpine Northbrook Southcoast Investors, LLC",4911,DE,CA,2004,,
1294469,"Calpine Corpus Christi Energy GP, LLC",4911,DE,CA,2004,,
1294470,"Calpine Corpus Christi Energy, LP",4911,DE,CA,2004,,
1294474,"Decatur Energy Center, LLC",4911,DE,CA,2004,,
1294476,Atlas America Public #14-2004 L.P.,1311,,PA,2008,,
1294478,"Delta Energy Center, LLC",4911,DE,CA,2004,,
1294480,Calpine Power Equipment LP,4911,DE,CA,2004,,
1294481,Freestone Power Generation LP,4911,DE,CA,2004,,
1294488,"CalGen Project Equipment Finance CO Two, LLC",4911,DE,CA,2004,,
1294505,"Calpine Freestone, LLC",4911,DE,CA,2004,,
1294511,"CPN Freestone, LLC",4911,DE,CA,2004,,
1294520,"Calpine Freestone Energy GP, LLC",4911,DE,CA,2004,,
1294535,"Calpine Freestone Energy, LP",4911,DE,CA,2004,,
1294538,"Great Wolf Resorts, Inc.",7011,DE,WI,2004,,
1294543,Los Medanos Energy Center LLC,4911,DE,CA,2004,,
1294570,"CalGen Project Equipment Finance CO One, LLC",4911,DE,CA,2004,,
1294608,Solo Cup CO,3089,DE,IL,2004,,
1294614,ARTCRAFT V INC,7374,,F4,2008,,
1294632,IASIS Healthcare LLC,8062,DE,TN,2004,,
1294649,WALKER INNOVATION INC.,6794,DE,CT,2015,,
1294734,Wachovia Asset Sec Series 2004 - HE1,6189,,MD,2004,,
1294814,"Morgan Energy Center, LLC",4911,DE,CA,2004,,
1294816,Pastoria Energy Facility L.L.C.,4911,DE,CA,2004,,
1294817,"Calpine Pastoria Holdings, LLC",4911,DE,CA,2004,,
1294819,"Polypore, Inc.",3990,DE,NC,2005,,
1294824,"Calpine Oneta Power, L.P.",4911,DE,CA,2004,,
1294830,"Calpine Oneta Power I, LLC",4911,DE,CA,2004,,
1294831,"Calpine Oneta Power II, LLC",4911,DE,CA,2004,,
1294836,Zion Energy LLC,4911,DE,CA,2004,,
1294846,"CalGen Project Equipment Finance CO Three, LLC",4911,DE,CA,2004,,
1294853,"CalGen Equipment Finance Holdings, LLC",4911,DE,CA,2004,,
1294855,"CalGen Equipment Finance Company, LLC",4911,DE,CA,2004,,
1294866,Honda Auto Receivables 2004-2 Owner Tust,6189,CA,CA,2005,,
1294924,InvenSense Inc,3674,DE,CA,2012,,
1294965,"WaMu Mortgage Pass-Through Certificates, Series 2004-CB2",6189,DE,IL,2004,,
1295079,"Shengtai Pharmaceutical, Inc.",2834,,F4,2007,,
1295128,INverso Corp,6770,DE,IL,2009,,
1295130,FalconTarget Inc.,6770,DE,NY,2009,,
1295156,"WaMu Mortgage Pass-Through Certificates, Series 2004-S3",6189,DE,IL,2004,,
1295172,RiskMetrics Group Inc,7389,,NY,2007,,
1295182,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR7",6189,DE,IL,2004,,
1295183,MERRILL LYNCH MORTGAGE ASSET BACK CERTS SER 2004-BC2,6189,DE,NY,2004,,
1295215,ARMS II GLOBAL FUND 1,6189,,C3,2004,,
1295230,"International Securities Exchange Holdings, Inc.",6200,,NY,2006,,
1295334,Valley Bancorp,6029,NV,NV,2004,,
1295346,Nomura Asset Acc Corp ALT LN TR Ser 2004-AP2,6189,DE,NY,2004,,
1295374,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR8",6189,DE,IL,2004,,
1295396,Wells Fargo Asset Securities Series 2004-J,6189,DE,MD,2004,,
1295401,"Bancorp, Inc.",6021,DE,DE,2004,,
1295411,First Horizon ABS Notes Series 2004-HE2,6189,DE,TX,2004,,
1295456,"SECURE DIGITAL, INC.",7372,,NY,2012,,
1295503,"MISCOR GROUP, LTD.",7600,IN,OH,2006,,
1295514,"MDwerks, Inc.",7389,DE,CA,2008,,
1295522,"Prestige Brands International, LLC",2834,DE,NY,2006,,
1295533,Wells Fargo Asset Securities Corp Mortgage Pass-Through Certificates Series 2004-7,6189,DE,MD,2004,,
1295535,Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-F,6189,DE,NC,2004,,
1295538,CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-ECC1,6189,DE,CA,2004,,
1295549,Wells Fargo Asset Securities Corp Mortgage Backed Securities Series 2004-L,6189,DE,MD,2004,,
1295557,BARE ESCENTUALS INC,2844,DE,CA,2006,,
1295560,INTREorg SYSTEMS INC.,7373,TX,TX,2008,,
1295645,Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-6,6189,DE,NC,2004,,
1295664,Kearny Financial Corp.,6035,X1,NJ,2005,,
1295668,MERRILL LYNCH MORT INV INC ASST BACK CERTS SER TMTS 2004 5HE,6189,DE,NY,2004,,
1295714,Ridgewood Energy L Fund LLC,1381,,NJ,2005,,
1295715,"Washington Mutual MSC Mortgage Pass-Through Certificates, Series 2004-RA2",6189,DE,IL,2004,,
1295724,"HOME EQUITY MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2004-3",6189,DE,NY,2004,,
1295735,Sealy Mattress CORP,2510,DE,NC,2004,,
1295737,BEAR STEARNS ASSET BACKED SECURITIES I LLC 2004-HE5,6189,DE,NY,2005,,
1295803,AURELIO RESOURCE CORP,1000,NV,CO,2008,,
1295810,"Sunstone Hotel Investors, Inc.",7011,MD,CA,2004,,
1295868,First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AR4,6189,DE,TX,2004,,
1295870,First Horizon Asset Sec Mort Pas Thr Certs Ser 2004-AA2,6189,DE,TX,2004,,
1295879,CommunitySouth Financial CORP,6021,SC,SC,2008,,
1295947,Prestige Consumer Healthcare Inc.,2834,,NY,2019,,
1295961,QUANTUM ENERGY INC.,1311,NV,A1,2009,,
1295976,"Cellu Tissue Holdings, Inc.",2621,DE,GA,2005,,
1296048,FIRST HORIZON ASSET SEC MORT PAS THR CERTS SER 2004-5,6189,DE,TX,2004,,
1296111,"Mortgage Pass-Through Certificates, Series 2004-J5",6189,,,2004,,
1296124,CWABS INC ASSET BACKED CERTIFICATES SERIES 2004-6,6189,DE,CA,2004,,
1296126,IndyMac RAST 2004-A5,6189,,CA,2005,,
1296183,"Asset-Backed Funding Corp. ABFC Asset Backed Certificates, Series 2004-OPT4",6189,DE,NC,2004,,
1296205,Zagg INC,5900,DE,UT,2008,,
1296241,"Structured Asset Securities CORP Mortgage Pass-Through Certificates, Series 2004-13",6189,DE,NY,2005,,
1296254,STRUCTURED ASSET MORT INV II INC BEAR STEARNS ALT A TR 04 6,6189,DE,NY,2004,,
1296270,"Asset Backed Pass-Through Certificates, Series 2004-HE5",6189,DE,NY,2004,,
1296286,Longhai Steel Inc.,3310,NV,F4,2010,,
1296325,"CSFB MORTGAGE-BACKED PASS-THROUGH CERTIFICATES, SERIES 2004-AR6",6189,DE,NY,2004,,
1296332,HOMESTAR MORTGAGE ACCEP CORP ASST BACK CERTS SER 2004-3,6189,DE,NJ,2004,,
1296347,"Global Cash Access, Inc.",6199,DE,NV,2004,,
1296366,AMERIQUEST MORTGAGE SECURITIES INC ASSET-BACKED PASS-THROUGH CERTIFICATES SERIES 2004-R7,6189,DE,CA,2005,,
1296391,TENGION INC,2836,DEType,NC,2010,,
1296435,Neenah Inc,2621,DE,GA,2017,,
1296445,"ORMAT TECHNOLOGIES, INC.",4911,DE,NV,2004,,
1296588,GE COMM MORT PASS THROUGH CERT SERIES 2004-C3,6189,DEType,CT,2004,,
1296595,CROSS CANYON ENERGY CORP.,1311,NV,TX,2008,,
1296785,Seneca Gaming Corp,7990,XX,NY,2004,,
1296937,"Lazy Days R.V. Center, Inc.",5500,,FL,2004,,
1297014,Wise Metals Group LLC,3334,DE,MD,2004,,
1297024,Orsus Xelent Technologies Inc,7389,DE,F4,2005,,
1297067,"Copano Energy, L.L.C.",4922,DE,TX,2004,,
1297110,Banc of America Commercial Mort. Pass Thr. Certs SER 2004-3,6189,DE,NC,2004,,
1297184,"Amphastar Pharmaceuticals, Inc.",2834,,CA,2014,,
1297203,HS3 TECHNOLOGIES INC.,4899,,CO,2009,,
1297223,HANDENI GOLD INC.,1000,NV,W0,2012,,
1297288,Celanese Holdings LLC,2673,DE,TX,2004,,
1297336,ReachLocal Inc,7311,DEType,CA,2010,,
1297341,Kentucky First Federal Bancorp,6035,,KY,2005,,
1297379,"Trust, Asset Backed Notes",6189,DE,,2004,,
1297401,"DreamWorks Animation SKG, Inc.",7812,,CA,2004,,
1297456,C-Bass Mtg Ln As Bk Cert Ser 2004-CB4,6189,DE,NY,2004,,
1297568,"Specialty Underwriters Alliance, Inc.",6331,DE,IL,2004,,
1297587,CHAMBERS STREET PROPERTIES,6798,MD,NY,2012,,
1297633,"PortalPlayer, Inc.",3674,CA,CA,2004,,
1297667,"ATEL Capital Equipment Fund XI, LLC",7359,CA,CA,2008,,
1297704,OHA Investment Corp,,MD,NY,2014,,
1297720,James River Coal CO,1221,VA,VA,2004,,
1297735,American Casino & Entertainment Properties LLC,7990,DE,NV,2004,,
1297756,"Ames True Temper, Inc.",3524,DE,PA,2004,,
1297846,"FCStone Group, Inc.",6221,IA,MO,2005,,
1297885,"Medical Device Manufacturing, Inc.",3841,CO,MA,2004,,
1297892,"Origen Residential Securities, Inc.",6189,DE,MI,2004,,
1297900,EQUITY ONE ABS INC MORTGAGE PASS-THROUGH CERTIFICATES SERIES 2004-3,6189,,DE,2004,,
1297937,"PARKS AMERICA, INC",7990,NV,GA,2008,,
1297965,"INOLIFE TECHNOLOGIES, INC.",7310,,NY,2010,,
1297968,"Cambridge Display Technology, Inc.",3674,DE,X0,2004,,
1297989,"ExlService Holdings, Inc.",7389,DE,X1,2006,,
1298095,"OMNIRELIANT HOLDINGS, INC.",2844,NV,FL,2009,,
1298122,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR9",6189,DE,IL,2004,,
1298195,CHINA SUN GROUP HIGH-TECH CO,2810,NC,F4,2008,,
1298239,"WaMu Mortgage Pass-Through Certificates, Series 2004-AR10",6189,DE,IL,2004,,
1298327,"EQUITY VENTURES GROUP, INC.",9995,FL,FL,2008,,
1298339,Nalco Finance Holdings LLC,2890,,IL,2004,,
1298340,Nalco Finance Holdings Inc.,2890,,IL,2004,,
1298341,Nalco Holding CO,2890,,IL,2004,,
1298483,Banc of America Mortgage Securities Mortgage Pass-Through Certificates Series 2004-G,6189,DE,NC,2004,,
1298484,GMACM Mortgage Pass-Through Certificates Series 2004-AR2,6189,DE,MN,2004,,
1298521,"Trubion Pharmaceuticals, Inc",2834,DE,WA,2006,,
1298616,GS MORT SEC CORP II COMMERCIAL MORT PS THR CERT SER 2004-GG2,6189,DE,NY,2005,,
1298663,"Clearpoint Business Resources, Inc",6770,DE,PA,2007,,
1298675,CubeSmart,6798,MD,PA,2011,,
1298676,Wells Fargo Mortgage Backed Securities Series 2004-M,6189,DE,MD,2004,,
1298700,Verdant Technology CORP,1389,DE,TX,2005,,
1298716,OCEAN SHORE HOLDING CO,6035,X1,NJ,2004,,
1298746,"Washington Mutual MSC Mortgage Pass-Through Certificates, Series 2004-RA3",6189,DE,IL,2004,,
